"PosList"
"관습, 도덕, 법률, 규범, 사회, 구조, 체계"
"관습, 도덕, 법률, 규범, 사회, 구조, 체계"
"관습, 도덕, 법률, 규범, 사회, 구조, 체계"
"관습, 도덕, 법률, 규범, 사회, 구조, 체계"
"관습, 도덕, 법률, 규범, 사회, 구조, 체계"
"관습, 도덕, 법률, 규범, 사회, 구조, 체계"
"황제, 나라, 서울"
"황제, 나라, 서울"
"황제, 나라, 서울"
"황제, 나라, 서울"
"천자, 계획, 천자, 사업"
"천자, 계획, 천자, 사업"
"천자, 계획, 천자, 사업"
"천자, 계획, 천자, 사업"
"천자, 계획, 천자, 사업"
"기계, 건축물, 공작물, 도면, 도안, 그림"
"기계, 건축물, 공작물, 도면, 도안, 그림"
"섬, 섬"
"섬, 섬"
"섬, 섬"
"섬, 섬"
"섬, 섬"
"전라남도, 여수시, 화정면, 속하다, 섬, 양식업, 수산, 가공업, 발달, 면적"
"전라남도, 여수시, 화정면, 속하다, 섬, 양식업, 수산, 가공업, 발달, 면적"
"행정, 구획, 도"
"미혹, 세계, 생사, 되풀이, 중생, 건지다, 생사, 열반, 언덕, 이르다"
"도면, 도안, 그리다, 일, 전문, 하다, 직공"
"기존, 규범, 사회, 제도, 벗어나다, 영역, 범위"
"기존, 규범, 사회, 제도, 벗어나다, 영역, 범위"
"도면, 도안, 그리다, 쓰다, 기구, 제도판, 컴퍼스, 디바이더, 오구"
"도면, 도안, 그리다, 쓰다, 기구, 제도판, 컴퍼스, 디바이더, 오구"
"도면, 도안, 그리다, 쓰다, 기구, 제도판, 컴퍼스, 디바이더, 오구"
"도면, 도안, 그리다, 쓰다, 기구, 제도판, 컴퍼스, 디바이더, 오구"
"도면, 도안, 그리다, 쓰다, 기구, 제도판, 컴퍼스, 디바이더, 오구"
"제도, 하다, 쓰다, 작업대"
"인간, 사회생활, 규제, 제도, 방면, 문화, 인류, 문화, 유형, 가운데, 법률, 관습, 규범"
"도면, 도, 그리다, 일, 전문, 하다, 사람"
"제도, 하다, 쓰다, 책상"
"제도, 쓰다, 종이, 켄트지, 모눈종이, 트레이싱, 페이퍼"
"제도, 쓰다, 종이, 켄트지, 모눈종이, 트레이싱, 페이퍼"
"제도, 쓰다, 종이, 켄트지, 모눈종이, 트레이싱, 페이퍼"
"제도, 쓰다, 종이, 켄트지, 모눈종이, 트레이싱, 페이퍼"
"제도, 쓰다, 종이, 켄트지, 모눈종이, 트레이싱, 페이퍼"
"인간, 사회생활, 규제, 제도, 방면, 문화, 인류, 문화, 유형, 가운데, 법률, 관습, 규범"
"제도, 쓰다, 종이, 켄트지, 모눈종이, 트레이싱, 페이퍼"
"제도, 용지, 밑, 받치다, 널빤지, 말리다, 전나무, 계수나무, 박달나무, 만든다"
"제도, 때, 쓰다, 기구, 갈래, 되다, 쇠붙이, 끝, 까마귀, 부리, 모양, 만들다, 먹물, 물감, 찍다, 줄, 긋다, 쓴다"
"제도, 때, 쓰다, 기구, 갈래, 되다, 쇠붙이, 끝, 까마귀, 부리, 모양, 만들다, 먹물, 물감, 찍다, 줄, 긋다, 쓴다"
"미혹, 세계, 생사, 되풀이, 중생, 건지다, 생사, 열반, 언덕, 이르다, 하다"
"제도, 되다, NA"
"해독, 막다"
"독, 없애다"
"해군, 함대, 사령관"
"조선, 선조, 때, 교육, 장려, 팔도, 사람, 두다, 벼슬"
"조선, 선조, 때, 교육, 장려, 팔도, 사람, 두다, 벼슬"
"화생방, 공격, 오염, 사람, 장비, 독소, 없애다, 일, 하다, 위하다, 설치, 곳"
"중국, 청나라, 때, 교육, 담당, 지방, 관직, 과거, 학교, 일, 관장, 위하다, 청나라, 조정, 성, 파견"
"때죽나뭇과, 낙엽, 활엽, 교목, 높이다, 미터, 이르다, 잎, 어긋나다, 타원, 마름모형, 늦봄, 꽃, 총상, 화서, 늘어지다, 피다, 열매, 핵과, 맺다, 산기슭, 산, 중턱, 곳, 나다, 한국, 일본, 중국, 필리핀, 분포"
"천체, 고정, 축, 중심, 회전, 운동"
"천체, 고정, 축, 중심, 회전, 운동"
"천체, 고정, 축, 중심, 회전, 운동"
"기차, 차량, 기계, 장치, 운전, 속도, 조절, 제어, 위하다, 장치"
"기계, 자동차, 운동, 멈추다"
"기계, 자동차, 운동, 멈추다"
"시스템, 에너지, 손실, 관련, 자유, 진동, 시스템, 진폭, 감소"
"쿨롱, 마찰, 의하다, 진폭, 감쇠"
"계기, 측정값, 변화, 때, 눈금, 바늘, 측정값, 안정, 성능, 가리키다, 말"
"기차, 차량, 기계, 장치, 운전, 속도, 조절, 제어, 위하다, 장치"
"기차, 차량, 기계, 장치, 운전, 속도, 조절, 제어, 위하다, 장치"
"기차, 차량, 기계, 장치, 운전, 속도, 조절, 제어, 위하다, 장치"
"오토바이, 자동차, 브레이크, 작동, 나타내다, 후미, 설치, 브레이크, 작동, 후미, 붉은색, 만든다"
"운동, 조절, 멈추다, 하다, 힘"
"제동기, 멈추다, 때, 힘, 마력, 측정, 동력계, 제동력, 이용, NA, 이름"
"태아, 때, 속, 동맥, 일어나다, 탯줄, 통하다, 태반, 혈액, 옮기다, 혈관, 태어나다, 후, 배꼽, 방광, 사이, 부분, 섬유, 끈, 바뀌다"
"제동기, 제동, 바퀴, 누르다, 생기다, 마찰, 제동, 거다, 물체, 금속, 나무, 만든다"
"제동기, 제동, 바퀴, 누르다, 생기다, 마찰, 제동, 거다, 물체, 금속, 나무, 만든다"
"제동기, 제동, 바퀴, 누르다, 생기다, 마찰, 제동, 거다, 물체, 금속, 나무, 만든다"
"제동기, 제동, 바퀴, 누르다, 생기다, 마찰, 제동, 거다, 물체, 금속, 나무, 만든다"
"제동기, 제동, 바퀴, 누르다, 생기다, 마찰, 제동, 거다, 물체, 금속, 나무, 만든다"
"자루, 들다, 다니다, 있다"
"자루, 들다, 다니다, 있다"
"자루, 들다, 다니다, 있다"
"단위, 조합, 표시, 명수, 예, 들다, 시간, 미터"
"단명수, 복명수, 고치다, 계산, 방법, 시간, 미터, 바꾸다, 이른다"
"단위, 조합, 표시, 명수, 예, 들다, 시간, 미터"
"복명수, 단명수, 고치다, 계산, 방법, 시간, 분, 미터, 로, 바꾸다, 이른다"
"복명수, 단명수, 고치다, 계산, 방법, 시간, 분, 미터, 로, 바꾸다, 이른다"
"일, 그때"
"정하다, 시각"
"때"
"때"
"때"
"쥐손이풀과, 여러해살이풀, 높이, 이다, 잎, 잎자루, 심장, 모양, 원형, 여름, 꽃줄기, 끝, 꽃, 산형, 화서, 피다, 관상용, 남아프리카, 원산지"
"쥐손이풀과, 여러해살이풀, 높이, 이다, 잎, 잎자루, 심장, 모양, 원형, 여름, 꽃줄기, 끝, 꽃, 산형, 화서, 피다, 관상용, 남아프리카, 원산지"
"불포화, 사슬, 지니다, 알코올, 장미유, 주성분, 장미, 향기, 향료, 화장품, 원료, 된다, 화학식"
"제주도, 만들다, 품질, 갓"
"제주도, 만들다, 품질, 갓"
"철, 원료, 철광석, 질, 선철, 얻다, 위하다, 가마"
"광석, 용광로, 넣다, 녹이다, 함유, 금속, 분리, 정제, 일"
"제련, 하다, 곳"
"제련, 하다, 곳"
"제련, 하다, 곳"
"철, 원료, 철광석, 질, 선철, 얻다, 위하다, 가마"
"철, 원료, 철광석, 질, 선철, 얻다, 위하다, 가마"
"광석, 용광로, 넣다, 녹이다, 함유, 금속, 분리, 정제"
"법률, 제도, 이르다, 말"
"법률, 제도, 이르다, 말"
"갖추다, 예의, 덜다, 뜻, 한문, 편지, 첫머리, 쓰다, 말"
"제사, 지내다, 의례"
"제사, 지내다, 의례"
"제사, 쓰다, 그릇, 놋그릇, 사기그릇, 나무, 그릇, 있다"
"천신, 제향, 쓰다, 음악, 종묘, 제례악, 문묘, 제례악, 전"
"천신, 제향, 쓰다, 음악, 종묘, 제례악, 문묘, 제례악, 전"
"곱셈, 아무것, 곱하다, 때, 수, 즉다, 이른다"
"값, 표기"
""
"전자, 사진법, 금속판, 정형, 셀레늄, 반도체, 막, 증착, 감광판, 대전, 광선, 쬐다, 빛, 부분, 전, 금속판, 이동, 쬐다, 부분, 정전기, 의하다, 잠상, 생기다, 판, 반대, 전하, 가지다, 분말, 살포, 상, 나타내다, 종이, 전사, 고정"
"증액, 추가, 사업, 정부, 사업, 예산, 근본, 경제, 검토, 대상, 되다, 하다, 예산, 책정, 방법"
"문서, 자동, 복사, 방식, 기계, 미국, 사무, 복사기, 상품명"
"의견, 의논, 내어놓다"
"의견, 의논, 내어놓다"
"중국, 나라, 나라, NA, 논어, 노론, 문왕, 지도, 나중, 편"
"의견, 의논, 내어놓다"
"히에로니무스, 영어, 이름"
"히에로니무스, 영어, 이름"
"나이, 신분, 사람"
"나이, 신분, 사람"
"나이, 신분, 사람"
"태아, 때, 배꼽, 혈관, 지나가다, 백색, 선, 있다, 구멍, 출생, 후, 자리, 닫, 배꼽, 된다"
"제동기, 제동, 바퀴, 누르다, 생기다, 마찰, 제동, 거다, 물체, 금속, 나무, 만든다"
"제동기, 제동, 바퀴, 누르다, 생기다, 마찰, 제동, 거다, 물체, 금속, 나무, 만든다"
"천자, 능"
"천자, 능"
"제도, 이름"
"조선, 시대, 불교, 소설, 불교, 윤회, 사상, 주제, 꿈속, 현세, 생활, 통하다, 인생, 무상, NA, 작가, 연대, NA"
"막, 걷다"
"동상, 기념비, 만들다, 뒤, 완공, 공포, 의식, 보통, 동상, 기념비, 헝겊, 씌우다, 사람, 걷다"
"일, 전력, 위하다, 일, 제치다"
"일, 전력, 위하다, 일, 제치다"
"일, 전력, 위하다, 일, 제치다"
"일, 전력, 위하다, 일, 제치다"
"일, 전력, 위하다, 일, 제치다"
"일, 전력, 위하다, 일, 제치다"
"음식, 본래, 맛"
"신라, 경덕왕, 때, 월명사, 지다, 구체, 향가, 죽다, 누이, 위하다, 재, 올리다, 때, 노래, 부르다, 광풍, 일어서다, 지전, 서쪽, 향하다, 날아가다, 삼국유사, 실리다"
"남동생, 여동생, 이르다, 말"
"느끼다, 생각, 멋"
"책임, 의무, 면하다"
"곁눈, 봄"
"국수, 누르다, 빼다, 틀, 재래식, 반죽, 넣다, 분통, 맞다, 공이, 누르다, 국수, 가닥, 빠지다, 나오다, 되다"
"곁눈, 보다"
"타고나다, 목숨"
"제왕, 명령"
"구성원, 명단, 이름, 빼다, 구성원, 자격, 박탈, 행위"
"책, 시문, 표제, 제목, 이름"
"책, 시문, 표제, 제목, 이름"
"책, 시문, 표제, 제목, 이름"
"책, 시문, 표제, 제목, 이름"
"책, 시문, 표제, 제목, 이름"
"구성원, 명단, 이름, 빠지다, 구성원, 자격, 박탈"
"학교, 관청, 회사, 정하다, 규정, 따르다, 쓰다, 모자"
"학교, 관청, 회사, 정하다, 규정, 따르다, 쓰다, 모자"
"제왕, 나라, 다스리다, 계책, 사업"
"제왕, 나라, 다스리다, 계책, 사업"
"제왕, 나라, 다스리다, 계책, 사업"
"털, 뽑다, 깎다, 없애다"
"신라, 때, 나이, 따르다, 구분, 여자, 등급, 가운데, 나이, 노모, 아래, 정녀, 위"
"아버지, 항렬, 되다, 당내친, 아내, 제부, 아내, 이른다"
"피부, 털, 없애다, 쓰다, 약품"
"피부, 털, 없애다, 쓰다, 약품"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"작품, 강연, 보고, 대표, 내용, 보이다, 위하다, 붙이다, 이름"
"제목, 건, 뜻, 글, 첫머리, 쓰다, 제목, 이르다, 말"
"제목, 건, 뜻, 글, 첫머리, 쓰다, 제목, 이르다, 말"
"죽다, 사람, 대하다, 애도, 뜻, 나타내다, 글, 제물, 올리다, 축문, 읽다"
"죽다, 사람, 대하다, 애도, 뜻, 나타내다, 글, 제물, 올리다, 축문, 읽다"
"음식, 익히다, 때, 처음, 부다, 물"
"제사, 쓰다, 음식물"
"제사, 쓰다, 음식물"
"제사, 쓰다, 음식물"
"제사, 지내다, 때, 바치다, 물건, 짐승"
"자체"
"물, 불리다, 녹두, 전대, 담다, 짜다, 물, 쑤다, 굳히다, 묵"
"제사, 지내다, 때, 제물, 벌이다, 상"
"제사, 지내다, 때, 제물, 벌이다, 상"
"제사, 지내다, 때, 제물, 벌이다, 상"
"제사, 지내다, 때, 제물, 벌이다, 상"
"세기, 유행, 주머니, 달리다, 길이, 남성, 외투, 프록코트, 변형, 사격, 하다, 때, 입다, 규범, 표기, 미확정"
"제사, 때, 올리다, 밥, 짓다, 마련, 쌀"
"볏과, 한해살이풀, 줄기, 높이, 이다, 잎, 선, 모양, 잔, 톱니, 여름, 꽃, 원추, 화서, 피다, 열매, 달걀, 모양, 정도, 가축, 사료, 쓰이다, 논, 물가, 자라다"
"밥상, 눈썹, 들다, 남편, 앞, 가지다, 뜻, 남편, 깍다, 공경, 이르다, 말"
"만성, 기관지염, 만성, 호흡기, 질환, 급성, 악화, 증상, 지역, 사회, 획득, 폐렴, 부비동, 염, 중이염, 증상, 사용, 항생제, 규범, 표기, 미확정"
"만성, 기관지염, 만성, 호흡기, 질환, 급성, 악화, 증상, 지역, 사회, 획득, 폐렴, 부비동, 염, 중이염, 증상, 사용, 항생제, 규범, 표기, 미확정"
"도탄, 빠지다, 백성, 구제"
"도탄, 빠지다, 백성, 구제"
"수영, 야유, 동래, 야유, 통영, 오광대, 마산, 오광대놀이, 등장, 인물, 영감, 첩, 역, 할미, 과장, 등장"
"데바닷타, 음역어"
"데바닷타, 음역어"
"법화경, 품, 가운데, 제품, 석가모니, 옛날, 제바달다, 전신, 아사, 선인, 받들다, 일, 제바달다, 역죄, 짓다, 무간지옥, 떨어지다, 뒤, 성불, 일, 세, 용녀, 문수보살, 교화, 현신, 성불, 일, 기록"
"법화경, 품, 가운데, 제품, 석가모니, 옛날, 제바달다, 전신, 아사, 선인, 받들다, 일, 제바달다, 역죄, 짓다, 무간지옥, 떨어지다, 뒤, 성불, 일, 세, 용녀, 문수보살, 교화, 현신, 성불, 일, 기록"
"끼니때, 밥, 먹다, 전, 밥, 떼다, 신, 감사, 뜻, 표, 일"
"제사, 때, 올리다, 밥"
"제사, 때, 올리다, 밥"
"제상, 올리다, 음식, 나르다, 소반"
"관련"
"곳, 더위, 잡다, 오름"
"제사, 때, 올리다, 밥, 짓다, 마련, 쌀"
"관련, 일"
"곳, 더위, 잡다, 오르다"
"사람, 가운데, 쓰다, 사람, 뽑다"
"사람, 가운데, 쓰다, 사람, 뽑다"
"사람, 가운데, 쓰다, 사람, 뽑다"
"사람, 가운데, 쓰다, 사람, 뽑다"
"물가, 흙, 돌, 콘크리트, 쌓다, 둑, 홍수, 해일, 물, 넘다, 들어오다, 하다, 물, 막다, 고이다"
"물가, 흙, 돌, 콘크리트, 쌓다, 둑, 홍수, 해일, 물, 넘다, 들어오다, 하다, 물, 막다, 고이다"
"물가, 흙, 돌, 콘크리트, 쌓다, 둑, 홍수, 해일, 물, 넘다, 들어오다, 하다, 물, 막다, 고이다"
"물가, 흙, 돌, 콘크리트, 쌓다, 둑, 홍수, 해일, 물, 넘다, 들어오다, 하다, 물, 막다, 고이다"
"나라"
"추천, 절차, 밟다, 임금, 벼슬, 내리다, 일"
"추천, 절차, 밟다, 임금, 벼슬, 내리다, 일"
"나이, 신분, 사람"
"나이, 신분, 사람, 사이"
"나이, 신분, 사람, 사이"
"일, 전력, 위하다, 일, 제치다"
"일, 전력, 위하다, 일, 제치다"
"일, 전력, 위하다, 일, 제치다"
"인사말, 덜다, 말, 적다, 뜻, 편지, 첫머리, 쓰다, 말"
"인사말, 덜다, 말, 적다, 뜻, 편지, 첫머리, 쓰다, 말"
"존재, 참, 모습, 우주, 사이, 사물, 진실, 자태, 일"
"나눗셈, 하다, 방법"
"나눗셈, 하다, 방법"
"물건, 만드다, 방법"
"가지가지, 법"
"우주, 있다, 유형, 무형, 사물"
"우주, 있다, 유형, 무형, 사물"
"세상, 존재, 사물, 인연, 생기다, 변하다, 참, 자아, 실체, 존재, 생각"
"세상, 존재, 사물, 인연, 생기다, 변하다, 참, 자아, 실체, 존재, 생각"
"법, 실재, 설파, 교리, 이르다, 말"
"전병, NA, 무늬, 비단"
"성체, 성사, 쓰다, 누룩, 만들다, 빵"
"정보, 제공"
"정보, 제공, 사람"
"학교, 관청, 회사, 정하다, 규정, 따르다, 입다, 옷"
"학교, 관청, 회사, 정하다, 규정, 따르다, 입다, 옷"
"학교, 관청, 회사, 정하다, 규정, 따르다, 입다, 옷"
"학교, 관청, 회사, 정하다, 규정, 따르다, 입다, 옷"
"학교, 관청, 회사, 정하다, 규정, 따르다, 입다, 옷"
"학교, 관청, 회사, 정하다, 규정, 따르다, 입다, 옷"
"학교, 관청, 회사, 정하다, 규정, 따르다, 입다, 옷"
"학교, 관청, 회사, 정하다, 규정, 따르다, 입다, 옷"
"학교, 관청, 회사, 정하다, 규정, 따르다, 입다, 옷"
"상기, 지나다, 상복, 벗다"
"제향, 때, 입다, 예복"
"상기, 지나다, 상복, 벗다"
"낱장, 되다, 원고, 화고, 인쇄물, 백지, 차례, 따르다, 실, 철사, 매다, 표지, 붙이다, 책, 꾸미다, 일"
"낱장, 되다, 원고, 화고, 인쇄물, 백지, 차례, 따르다, 실, 철사, 매다, 표지, 붙이다, 책, 꾸미다, 일"
"낱장, 되다, 원고, 화고, 인쇄물, 백지, 차례, 따르다, 실, 철사, 매다, 표지, 붙이다, 책, 꾸미다, 일"
"낱장, 되다, 원고, 화고, 인쇄물, 백지, 차례, 따르다, 실, 철사, 매다, 표지, 붙이다, 책, 꾸미다, 일"
"낱장, 되다, 원고, 화고, 인쇄물, 백지, 차례, 따르다, 실, 철사, 매다, 표지, 붙이다, 책, 꾸미다, 일"
"만들다, 물건, 본보기"
"제본, 일, 전문, 하다, 곳"
"낱장, 되다, 원고, 화고, 인쇄물, 백지, 차례, 따르다, 실, 철사, 매다, 표지, 붙이다, 책, 꾸미다"
"제후, 봉하다, 땅, 내주다, 땅"
"제후, 봉하다, 땅, 내주다"
"언니, 여동생, 남편, 이르다, 부르다, 말"
"남자, 형제, 사이, 동생, 아내, 이르다, 말"
"남자, 형제, 사이, 동생, 아내, 이르다, 말"
"금제, 문서, 게시"
"임금, 돕다, 관원, 지휘, 감독, 일, 맡아보다, 이품, 이상, 벼슬, 벼슬, 있다, 벼슬아치"
"임금, 돕다, 관원, 지휘, 감독, 일, 맡아보다, 이품, 이상, 벼슬, 벼슬, 있다, 벼슬아치"
"곡식, 약재, 빻다, 가루, NA, 밀다, 밀가루, 만드다, 일, 가리키다"
"곡식, 약재, 가루, 만드다, 기계"
"곡식, 약재, 가루, 만드다, 일, 전문, 하다, 곳"
"곡식, 약재, 가루, 만드다, 일, 전문, 하다, 곳"
"곡식, 약재, 빻다, 가루, 만들다, 밀다, 밀가루, 만드다, 일, 이른다"
"혈통, 겨레붙이"
"혈통, 겨레붙이"
"여럿, 가운데, 골라잡다, 하다, 기호, 글, 따르다, 승부, 차례, 결정, 방법, 쓰다, 종, 물건"
"몸, 길이, 정도, 등, 윤기, 빛, 띠다, 검은색, 배다, 흰색, 이마, 위쪽, 가슴, 걸치다, 테, 둘러싸이다, 밤색, 반점, 있다, 꽁지, 가위, 모양, 갈라지다, 날개, 발달, 난다, 아열대, 인도, 태국, 캄보디아, 베트남, 오스트레일리아, 겨울, 보내다, 봄, 나라, 처마, 밑, 집, 짓다, 살다, 가을, 날아가다, 한국, 일본, 중국, 번식"
"몸, 길이, 정도, 등, 윤기, 빛, 띠다, 검은색, 배다, 흰색, 이마, 위쪽, 가슴, 걸치다, 테, 둘러싸이다, 밤색, 반점, 있다, 꽁지, 가위, 모양, 갈라지다, 날개, 발달, 난다, 아열대, 인도, 태국, 캄보디아, 베트남, 오스트레일리아, 겨울, 보내다, 봄, 나라, 처마, 밑, 집, 짓다, 살다, 가을, 날아가다, 한국, 일본, 중국, 번식"
"몸, 길이, 정도, 등, 윤기, 빛, 띠다, 검은색, 배다, 흰색, 이마, 위쪽, 가슴, 걸치다, 테, 둘러싸이다, 밤색, 반점, 있다, 꽁지, 가위, 모양, 갈라지다, 날개, 발달, 난다, 아열대, 인도, 태국, 캄보디아, 베트남, 오스트레일리아, 겨울, 보내다, 봄, 나라, 처마, 밑, 집, 짓다, 살다, 가을, 날아가다, 한국, 일본, 중국, 번식"
"제사, 드다, 비용"
"제사, 드다, 비용"
"특별, 직업, 유흥가, 전전, 돈, 여성, 붙어사다, 남자, 속, 이르다, 말"
"팔잡가, 사설, 판소리, 춘향가, 사랑가, 대목, 흥부가, 제비, 후리다, 장면, 새타령, 구절, 이루어지다"
"팔잡가, 사설, 판소리, 춘향가, 사랑가, 대목, 흥부가, 제비, 후리다, 장면, 새타령, 구절, 이루어지다"
"제비가, 이르다, 말"
"갈매깃과, 바닷새, 몸, 길이, 정도, 회색빛, 띠다, 흰색, 빛, 띠다, 회색, 머리, 부리, 색, 부리다, 꼬리, 갈라지다, 겨울새, 한국, 일본, 중국, 사할린, 시베리아, 동부, 캐나다, 번식, 오스트레일리아, 남아메리카, 겨울, 보내다"
"제비꽃과, 식물, 이르다, 말"
"제비꽃과, 여러해살이풀, 높이다, 정도, 잎, 뿌리, 뭉치다, 피침, 모양, 월, 자주색, 꽃, 잎, 사이, 나오다, 꽃줄기, 끝, 옆, 향하다, 피다, 열매, 삭과, 어린잎, 식용, 한국, 일본, 중국, 시베리아, 동부, 분포"
"제비꽃과, 여러해살이풀, 높이다, 정도, 잎, 뿌리, 뭉치다, 피침, 모양, 월, 자주색, 꽃, 잎, 사이, 나오다, 꽃줄기, 끝, 옆, 향하다, 피다, 열매, 삭과, 어린잎, 식용, 한국, 일본, 중국, 시베리아, 동부, 분포"
"제비꽃과, 여러해살이풀, 높이다, 정도, 잎, 뿌리, 뭉치다, 피침, 모양, 월, 자주색, 꽃, 잎, 사이, 나오다, 꽃줄기, 끝, 옆, 향하다, 피다, 열매, 삭과, 어린잎, 식용, 한국, 일본, 중국, 시베리아, 동부, 분포"
"제비꽃과, 여러해살이풀, 높이다, 정도, 잎, 뿌리, 뭉치다, 피침, 모양, 월, 자주색, 꽃, 잎, 사이, 나오다, 꽃줄기, 끝, 옆, 향하다, 피다, 열매, 삭과, 어린잎, 식용, 한국, 일본, 중국, 시베리아, 동부, 분포"
"쌍떡잎식물, 갈래꽃류, 과, 초본, 관목, 꽃받침, 조각, 꽃잎, 수술, 개, 열매, 삭과, 세계, 속, 여, 종이, 분포, 나라, 제비꽃속, 여, 종, 자라다"
"제비꽃, 빛깔, 자주색"
"제비꽃, 빛깔, 자주색"
"단향과, 여러해살이풀, 높이, 이다, 잎, 어긋나다, 월, 녹색, 꽃, 잎겨드랑이, 피다, 열매, 열리다, 한국, 일본, 중국, 분포"
"호랑나빗과, 곤충, 편, 날개, 길이, 이다, 검은색, 금빛, 녹색, 광택, 비늘무늬, 뒷날개, 바깥쪽, 수컷, 푸른색, 암컷, 색, 반달, 모양, 무늬, 줄지다, 한국, 일본, 대만, 중국, 인도, 차이, 미얀마, 분포"
